Mutant,org.apache.commons.lang.math.FractionTest[testAbs],org.apache.commons.lang.math.FractionTest[testSubtract],org.apache.commons.lang.math.FractionTest[testGets],org.apache.commons.lang.math.FractionTest[testFactory_String],org.apache.commons.lang.math.FractionTest[testFactory_int_int_int],org.apache.commons.lang.math.FractionTest[testCompareTo],org.apache.commons.lang.math.FractionTest[testConstants],org.apache.commons.lang.math.FractionTest[testToProperString],org.apache.commons.lang.math.FractionTest[testHashCode],org.apache.commons.lang.math.FractionTest[testFactory_String_double],org.apache.commons.lang.math.FractionTest[testDivide],org.apache.commons.lang.math.FractionTest[testEquals],org.apache.commons.lang.math.FractionTest[testInvert],org.apache.commons.lang.math.FractionTest[testFactory_String_proper],org.apache.commons.lang.math.FractionTest[testNegate],org.apache.commons.lang.math.FractionTest[testReduce],org.apache.commons.lang.math.FractionTest[testFactory_int_int],org.apache.commons.lang.math.FractionTest[testReducedFactory_int_int],org.apache.commons.lang.math.FractionTest[testAdd],org.apache.commons.lang.math.FractionTest[testToString],org.apache.commons.lang.math.FractionTest[testFactory_String_improper],org.apache.commons.lang.math.FractionTest[testMultiply],org.apache.commons.lang.math.FractionTest[testConversions],org.apache.commons.lang.math.FractionTest[testPow],org.apache.commons.lang.math.FractionTest[testFactory_double],org.apache.commons.lang.math.Fraction_ESTest[test02],org.apache.commons.lang.math.Fraction_ESTest[test46],org.apache.commons.lang.math.Fraction_ESTest[test42],org.apache.commons.lang.math.Fraction_ESTest[test08],org.apache.commons.lang.math.Fraction_ESTest[test06],org.apache.commons.lang.math.Fraction_ESTest[test07],org.apache.commons.lang.math.Fraction_ESTest[test59],org.apache.commons.lang.math.Fraction_ESTest[test16],org.apache.commons.lang.math.Fraction_ESTest[test13],org.apache.commons.lang.math.Fraction_ESTest[test57],org.apache.commons.lang.math.Fraction_ESTest[test14],org.apache.commons.lang.math.Fraction_ESTest[test58],org.apache.commons.lang.math.Fraction_ESTest[test11],org.apache.commons.lang.math.Fraction_ESTest[test55],org.apache.commons.lang.math.Fraction_ESTest[test10],org.apache.commons.lang.math.Fraction_ESTest[test19],org.apache.commons.lang.math.Fraction_ESTest[test17],org.apache.commons.lang.math.Fraction_ESTest[test18],org.apache.commons.lang.math.Fraction_ESTest[test51],org.apache.commons.lang.math.Fraction_ESTest[test52],org.apache.commons.lang.math.Fraction_ESTest[test25],org.apache.commons.lang.math.Fraction_ESTest[test23],org.apache.commons.lang.math.Fraction_ESTest[test20],org.apache.commons.lang.math.Fraction_ESTest[test21],org.apache.commons.lang.math.Fraction_ESTest[test65],org.apache.commons.lang.math.Fraction_ESTest[test28],org.apache.commons.lang.math.Fraction_ESTest[test62],org.apache.commons.lang.math.Fraction_ESTest[test63],org.apache.commons.lang.math.Fraction_ESTest[test61],org.apache.commons.lang.math.Fraction_ESTest[test39],org.apache.commons.lang.math.Fraction_ESTest[test43],org.apache.commons.lang.math.Fraction_ESTest[test09],org.apache.commons.lang.math.Fraction_ESTest[test40],org.apache.commons.lang.math.Fraction_ESTest[test41],org.apache.commons.lang.math.Fraction_ESTest[test15],org.apache.commons.lang.math.Fraction_ESTest[test53],org.apache.commons.lang.math.Fraction_ESTest[test26],org.apache.commons.lang.math.Fraction_ESTest[test27],org.apache.commons.lang.math.Fraction_ESTest[test24],org.apache.commons.lang.math.Fraction_ESTest[test22],org.apache.commons.lang.math.Fraction_ESTest[test64],org.apache.commons.lang.math.Fraction_ESTest[test29],org.apache.commons.lang.math.Fraction_ESTest[test60],org.apache.commons.lang.math.Fraction_ESTest[test37],org.apache.commons.lang.math.Fraction_ESTest[test36],org.apache.commons.lang.math.Fraction_ESTest[test34],org.apache.commons.lang.math.Fraction_ESTest[test31],org.apache.commons.lang.math.Fraction_ESTest[test05],org.apache.commons.lang.math.Fraction_ESTest[test03],org.apache.commons.lang.math.Fraction_ESTest[test47],org.apache.commons.lang.math.Fraction_ESTest[test00],org.apache.commons.lang.math.Fraction_ESTest[test01],org.apache.commons.lang.math.Fraction_ESTest[test56],org.apache.commons.lang.math.Fraction_ESTest[test54],org.apache.commons.lang.math.Fraction_ESTest[test49],org.apache.commons.lang.math.Fraction_ESTest[test50],org.apache.commons.lang.math.Fraction_ESTest[test38],org.apache.commons.lang.math.Fraction_ESTest[test12],org.apache.commons.lang.math.Fraction_ESTest[test44],org.apache.commons.lang.math.Fraction_ESTest[test45],org.apache.commons.lang.math.Fraction_ESTest[test33],org.apache.commons.lang.math.Fraction_ESTest[test48],org.apache.commons.lang.math.Fraction_ESTest[test32],org.apache.commons.lang.math.Fraction_ESTest[test35],org.apache.commons.lang.math.Fraction_ESTest[test04],org.apache.commons.lang.math.Fraction_ESTest[test30],Total,Equiv?
443, , , , , , , ,PASS, ,PASS, , , , , , , , , , , , , , ,PASS, , ,PASS, , , ,PASS, , , , , , , , , , , , , , , , , , , , ,PASS, , , , ,PASS, ,PASS,PASS, , , , ,PASS, ,PASS, ,PASS,PASS, ,PASS, ,PASS, ,PASS, , , , , , , ,PASS,PASS, , , ,PASS, ,0,
444, , , , , , , ,PASS, ,PASS, , , , , , , , , , , , , , ,PASS, , ,PASS, , , ,PASS, , , , , , , , , , , , , , , , , , , , ,PASS, , , , ,PASS, ,PASS,PASS, , , , ,PASS, ,PASS, ,PASS,PASS, ,PASS, ,PASS, ,PASS, , , , , , , ,PASS,PASS, , , ,PASS, ,0,
445, , , , , , , ,PASS, ,PASS, , , , , , , , , , , , , , ,PASS, , ,PASS, , , ,PASS, , , , , , , , , , , , , , , , , , , , ,PASS, , , , ,PASS, ,PASS,PASS, , , , ,PASS, ,PASS, ,PASS,PASS, ,PASS, ,PASS, ,PASS, , , , , , , ,PASS,PASS, , , ,PASS, ,0,
446, , , , , , , ,EXC, ,EXC, , , , , , , , , , , , , , ,EXC, , ,EXC, , , ,EXC, , , , , , , , , , , , , , , , , , , , ,EXC, , , , ,EXC, ,EXC,EXC, , , , ,EXC, ,EXC, ,EXC,EXC, ,EXC, ,EXC, ,EXC, , , , , , , ,EXC,EXC, , , ,EXC, ,19,
447, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
448, , , , , , , ,FAIL, ,PASS, , , , , , , , , , , , , , ,FAIL, , ,PASS, , , ,FAIL, , , , , , , , , , , , , , , , , , , , ,FAIL, , , , ,PASS, ,PASS,FAIL, , , , ,FAIL, ,PASS, ,FAIL,FAIL, ,FAIL, ,PASS, ,FAIL, , , , , , , ,FAIL,FAIL, , , ,FAIL, ,13,
449, , , , , , , ,FAIL, ,FAIL, , , , , , , , , , , , , , ,FAIL, , ,FAIL, , , ,FAIL, , , , , , , , , , , , , , , , , , , , ,FAIL, , , , ,FAIL, ,FAIL,FAIL, , , , ,FAIL, ,FAIL, ,EXC,PASS, ,FAIL, ,PASS, ,FAIL, , , , , , , ,FAIL,FAIL, , , ,FAIL, ,17,
45,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,
450, , , , , , , ,FAIL, ,FAIL, , , , , , , , , , , , , , ,FAIL, , ,FAIL, , , ,FAIL, , , , , , , , , , , , , , , , , , , , ,FAIL, , , , ,FAIL, ,FAIL,FAIL, , , , ,FAIL, ,FAIL, ,PASS,PASS, ,FAIL, ,PASS, ,FAIL, , , , , , , ,FAIL,FAIL, , , ,FAIL, ,16,
451, , , , , , , ,PASS, ,PASS, , , , , , , , , , , , , , ,FAIL, , ,PASS, , , ,PASS, , , , , , , , , , , , , , , , , , , , ,PASS, , , , ,PASS, ,PASS,FAIL, , , , ,FAIL, ,PASS, ,PASS,PASS, ,PASS, ,PASS, ,PASS, , , , , , , ,FAIL,FAIL, , , ,PASS, ,5,
452, , , , , , , ,FAIL, ,EXC, , , , , , , , , , , , , , ,EXC, , ,EXC, , , ,FAIL, , , , , , , , , , , , , , , , , , , , ,FAIL, , , , ,EXC, ,EXC,FAIL, , , , ,FAIL, ,EXC, ,FAIL,FAIL, ,FAIL, ,PASS, ,FAIL, , , , , , , ,FAIL,FAIL, , , ,FAIL, ,18,
453, , , , , , , ,FAIL, ,FAIL, , , , , , , , , , , , , , ,FAIL, , ,PASS, , , ,FAIL, , , , , , , , , , , , , , , , , , , , ,FAIL, , , , ,PASS, ,PASS,FAIL, , , , ,FAIL, ,PASS, ,FAIL,FAIL, ,FAIL, ,PASS, ,FAIL, , , , , , , ,FAIL,PASS, , , ,FAIL, ,13,
454, , , , , , , ,FAIL, ,PASS, , , , , , , , , , , , , , ,FAIL, , ,PASS, , , ,FAIL, , , , , , , , , , , , , , , , , , , , ,FAIL, , , , ,PASS, ,PASS,FAIL, , , , ,FAIL, ,PASS, ,EXC,PASS, ,FAIL, ,PASS, ,FAIL, , , , , , , ,PASS,PASS, , , ,FAIL, ,10,
455, , , , , , , ,FAIL, ,EXC, , , , , , , , , , , , , , ,EXC, , ,EXC, , , ,FAIL, , , , , , , , , , , , , , , , , , , , ,FAIL, , , , ,EXC, ,EXC,FAIL, , , , ,FAIL, ,EXC, ,FAIL,FAIL, ,FAIL, ,PASS, ,FAIL, , , , , , , ,FAIL,FAIL, , , ,FAIL, ,18,
456, , , , , , , ,FAIL, ,FAIL, , , , , , , , , , , , , , ,FAIL, , ,PASS, , , ,FAIL, , , , , , , , , , , , , , , , , , , , ,FAIL, , , , ,PASS, ,PASS,FAIL, , , , ,FAIL, ,PASS, ,FAIL,FAIL, ,FAIL, ,PASS, ,FAIL, , , , , , , ,FAIL,FAIL, , , ,FAIL, ,14,
457, , , , , , , ,FAIL, ,FAIL, , , , , , , , , , , , , , ,FAIL, , ,FAIL, , , ,FAIL, , , , , , , , , , , , , , , , , , , , ,FAIL, , , , ,FAIL, ,FAIL,PASS, , , , ,FAIL, ,FAIL, ,EXC,PASS, ,FAIL, ,PASS, ,FAIL, , , , , , , ,PASS,PASS, , , ,FAIL, ,14,
458, , , , , , , ,FAIL, ,FAIL, , , , , , , , , , , , , , ,FAIL, , ,FAIL, , , ,FAIL, , , , , , , , , , , , , , , , , , , , ,FAIL, , , , ,FAIL, ,FAIL,PASS, , , , ,FAIL, ,FAIL, ,PASS,PASS, ,FAIL, ,PASS, ,FAIL, , , , , , , ,PASS,PASS, , , ,FAIL, ,13,
459, , , , , , , ,PASS, ,PASS, , , , , , , , , , , , , , ,PASS, , ,PASS, , , ,PASS, , , , , , , , , , , , , , , , , , , , ,PASS, , , , ,PASS, ,PASS,PASS, , , , ,PASS, ,PASS, ,PASS,PASS, ,PASS, ,PASS, ,PASS, , , , , , , ,PASS,PASS, , , ,PASS, ,0,
46,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,
460, , , ,EXC, , , , , ,EXC, , , ,EXC, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , ,EXC, , , , , ,EXC,EXC,EXC, , , , , , , , , , , , , , , ,EXC, , , , ,EXC, , , , , , , , , , , , , , , , , , , , , ,10,
461, , , ,EXC, , , , , ,PASS, , , ,PASS, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , ,EXC, , , , , ,PASS,PASS,PASS, , , , , , , , , , , , , , , ,PASS, , , , ,PASS, , , , , , , , , , , , , , , , , , , , , ,2,
462, , , ,PASS, , , , , ,EXC, , , ,EXC, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , ,PASS, , , , , ,EXC,EXC,EXC, , , , , , , , , , , , , , , ,EXC, , , , ,EXC, , , , , , , , , , , , , , , , , , , , , ,8,
463, , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
464, , , , , , , , , ,EXC, , , ,EXC, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL,PASS,FAIL, , , , , , , , , , , , , , , ,EXC, , , , ,PASS, , , , , , , , , , , , , , , , , , , , , ,6,
465, , , , , , , , , ,PASS, , , ,PASS, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , ,PASS,PASS,PASS, , , , , , , , , , , , , , , ,PASS, , , , ,PASS, , , , , , , , , , , , , , , , , , , , , ,0,
466, , , , , , , , , ,EXC, , , ,EXC, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL,PASS,FAIL, , , , , , , , , , , , , , , ,EXC, , , , ,PASS, , , , , , , , , , , , , , , , , , , , , ,6,
467, , , , , , , , , ,EXC, , , ,EXC, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL,PASS,FAIL, , , , , , , , , , , , , , , ,EXC, , , , ,PASS, , , , , , , , , , , , , , , , , , , , , ,6,
468, , , , , , , , , ,EXC, , , ,EXC, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL,PASS,FAIL, , , , , , , , , , , , , , , ,EXC, , , , ,PASS, , , , , , , , , , , , , , , , , , , , , ,6,
469, , , , , , , , , ,EXC, , , ,EXC, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL,PASS,FAIL, , , , , , , , , , , , , , , ,EXC, , , , ,PASS, , , , , , , , , , , , , , , , , , , , , ,6,
47,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,
470, , , , , , , , , ,EXC, , , ,PASS, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , ,PASS,PASS,PASS, , , , , , , , , , , , , , , ,PASS, , , , ,PASS, , , , , , , , , , , , , , , , , , , , , ,1,
471, , , , , , , , , ,PASS, , , ,PASS, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , ,PASS,PASS,PASS, , , , , , , , , , , , , , , ,PASS, , , , ,PASS, , , , , , , , , , , , , , , , , , , , , ,0,
472, , , , , , , , , ,EXC, , , ,PASS, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , ,PASS,PASS,PASS, , , , , , , , , , , , , , , ,PASS, , , , ,PASS, , , , , , , , , , , , , , , , , , , , , ,1,
473, , , , , , , , , ,EXC, , , ,EXC, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL,PASS,FAIL, , , , , , , , , , , , , , , ,EXC, , , , ,PASS, , , , , , , , , , , , , , , , , , , , , ,6,
474, , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,
475, , , , , , , , , ,PASS, , , ,EXC, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, ,FAIL, , , , , , , , , , , , , , , ,EXC, , , , ,PASS, , , , , , , , , , , , , , , , , , , , , ,3,
476, , , , , , , , , ,PASS, , , ,EXC, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, ,FAIL, , , , , , , , , , , , , , , ,PASS, , , , ,PASS, , , , , , , , , , , , , , , , , , , , , ,2,
477, , , , , , , , , ,PASS, , , ,PASS, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, ,PASS, , , , , , , , , , , , , , , ,PASS, , , , ,PASS, , , , , , , , , , , , , , , , , , , , , ,0,
478, , , , , , , , , ,EXC, , , ,PASS, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, ,PASS, , , , , , , , , , , , , , , ,PASS, , , , ,EXC, , , , , , , , , , , , , , , , , , , , , ,4,
479, , , , , , , , , ,EXC, , , ,EXC, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, ,FAIL, , , , , , , , , , , , , , , ,EXC, , , , ,EXC, , , , , , , , , , , , , , , , , , , , , ,7,
48,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,
480, , , , , , , , , ,EXC, , , ,EXC, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, ,FAIL, , , , , , , , , , , , , , , ,EXC, , , , ,EXC, , , , , , , , , , , , , , , , , , , , , ,7,
481, , , , , , , , , ,PASS, , , ,EXC, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, ,FAIL, , , , , , , , , , , , , , , ,EXC, , , , ,PASS, , , , , , , , , , , , , , , , , , , , , ,3,
482, , , , , , , , , ,PASS, , , ,PASS, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, ,PASS, , , , , , , , , , , , , , , ,PASS, , , , ,PASS, , , , , , , , , , , , , , , , , , , , , ,0,
483, , , , , , , , , ,PASS, , , ,EXC, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, ,FAIL, , , , , , , , , , , , , , , ,EXC, , , , ,PASS, , , , , , , , , , , , , , , , , , , , , ,3,
484, , , , , , , , , ,EXC, , , ,PASS, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, ,PASS, , , , , , , , , , , , , , , ,PASS, , , , ,EXC, , , , , , , , , , , , , , , , , , , , , ,4,
485, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , , , , , , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,
486, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,
487, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,
488, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,
489, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,
49,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,
490, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,
491, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,
492, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,
493, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,
494, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,
495, , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
496, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,
497, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,
498, , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
499, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,
5,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,EXC,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL,PASS,EXC,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,7,
50,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,
500, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,
501, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,
502, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,
503, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,
504, , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
505, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,
506, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,
507, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,
508, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,
509, , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,
