Mutant,org.apache.commons.math.optimization.fitting.CurveFitterTest[testMath304],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testTrivial],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testMoreEstimatedParametersSimple],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testInconsistentEquations],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testInconsistentSizes],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testRedundantEquations],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testQRColumnsPermutation],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testTwoSets],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testMoreEstimatedParametersUnsorted],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testIllConditioned],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testMath199],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testOneSet],org.apache.commons.math.optimization.general.MinpackTest[testMinpackBox3Dimensional],org.apache.commons.math.optimization.general.MinpackTest[testMinpackLinearFullRank],org.apache.commons.math.optimization.general.MinpackTest[testMinpackLinearRank1ZeroColsAndRows],org.apache.commons.math.optimization.general.MinpackTest[testMinpackJennrichSampson],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testControlParameters],org.apache.commons.math.optimization.general.MinpackTest[testMinpackRosenbrok],org.apache.commons.math.optimization.general.MinpackTest[testMinpackFreudensteinRoth],org.apache.commons.math.optimization.general.MinpackTest[testMinpackHelicalValley],org.apache.commons.math.optimization.fitting.HarmonicFitterTest[testNoError],org.apache.commons.math.optimization.general.MinpackTest[testMinpackOsborne1],org.apache.commons.math.optimization.general.MinpackTest[testMinpackBard],org.apache.commons.math.optimization.fitting.HarmonicFitterTest[testInitialGuess],org.apache.commons.math.optimization.fitting.HarmonicFitterTest[testUnsorted],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testCircleFittingBadInit],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testNonInversible],org.apache.commons.math.optimization.general.MinpackTest[testMinpackOsborne2],org.apache.commons.math.optimization.fitting.CurveFitterTest[testMath303],org.apache.commons.math.optimization.general.MinpackTest[testMinpackPowellSingular],org.apache.commons.math.optimization.fitting.PolynomialFitterTest[testRedundantSolvable],org.apache.commons.math.optimization.general.MinpackTest[testMinpackLinearRank1],org.apache.commons.math.optimization.fitting.HarmonicFitterTest[test1PercentError],org.apache.commons.math.optimization.general.MinpackTest[testMinpackChebyquad],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testNoDependency],org.apache.commons.math.optimization.general.MinpackTest[testMinpackMeyer],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testCircleFitting],org.apache.commons.math.optimization.general.MinpackTest[testMinpackKowalikOsborne],org.apache.commons.math.optimization.general.MinpackTest[testMinpackWatson],org.apache.commons.math.optimization.fitting.PolynomialFitterTest[testNoError],org.apache.commons.math.optimization.fitting.PolynomialFitterTest[testSmallError],org.apache.commons.math.optimization.general.MinpackTest[testMinpackBrownDennis],org.apache.commons.math.optimization.general.MinpackTest[testMinpackBrownAlmostLinear],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer_ESTest[test0],Total,Equiv?
191,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,FAIL,FAIL,EXC,EXC,EXC,EXC,FAIL,EXC,FAIL,FAIL,FAIL,EXC,FAIL,EXC,FAIL,EXC,FAIL,FAIL,EXC,EXC,FAIL,FAIL, ,42,
192,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,FAIL,FAIL,EXC,EXC,EXC,EXC,FAIL,EXC,FAIL,FAIL,FAIL,EXC,FAIL,EXC,FAIL,EXC,FAIL,FAIL,EXC,EXC,FAIL,FAIL, ,42,
193,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,FAIL,FAIL,EXC,EXC,EXC,EXC,FAIL,EXC,FAIL,FAIL,FAIL,EXC,FAIL,EXC,FAIL,EXC,FAIL,FAIL,EXC,EXC,FAIL,FAIL, ,42,
194,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,FAIL,FAIL,EXC,EXC,EXC,EXC,FAIL,EXC,FAIL,FAIL,FAIL,EXC,FAIL,EXC,FAIL,EXC,FAIL,FAIL,EXC,EXC,FAIL,FAIL, ,42,
195,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,24,
196,FAIL,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,33,
197,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,42,
198,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,0,
199,EXC,EXC,PASS,EXC,EXC,EXC,EXC,EXC,PASS,EXC, ,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,40,
2,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,PASS,EXC,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EXC,PASS,PASS,EXC,EXC,EXC,EXC,PASS,EXC,PASS,FAIL,PASS,EXC,PASS,EXC,PASS,EXC,PASS,PASS,EXC,EXC,PASS,PASS,FAIL,24,
20,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,
200,FAIL,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,33,
201,FAIL,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,33,
202,FAIL,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,33,
203,FAIL,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,33,
204,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,42,
205,PASS,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,32,
206,FAIL,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,33,
207,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,36,
208,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,42,
209,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL,FAIL, ,12,
21,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,38,
210,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,38,
211,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,38,
212,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS, ,8,
213,EXC,PASS,EXC,PASS,PASS,PASS,PASS,EXC,EXC,EXC, ,EXC,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,FAIL,FAIL,EXC,EXC,FAIL,PASS,FAIL,EXC,FAIL,FAIL,FAIL,EXC,FAIL,PASS,FAIL,EXC,FAIL,FAIL,EXC,PASS,FAIL,FAIL, ,34,
214,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,EXC,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,36,
215,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,42,
216,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,0,
217,EXC,EXC,PASS,EXC,EXC,EXC,EXC,EXC,PASS,EXC, ,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,40,
218,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,38,
219,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,38,
22,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,43,
220,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,38,
221,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,38,
222,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,42,
223,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,EXC,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,EXC,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,36,
224,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,38,
225,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,38,
226,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,PASS,TIME,FAIL,FAIL,FAIL,TIME,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,38,
227,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,38,
228,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,38,
229,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,PASS,FAIL,TIME,FAIL,FAIL,FAIL,TIME,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,39,
23,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,43,
230,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,38,
231,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EXC,PASS, ,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,EXC,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,24,
232,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL, ,15,
233,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL, ,15,
234,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,EXC,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,21,
235,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,27,
236,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,EXC,EXC,FAIL, ,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,TIME,PASS,FAIL,TIME,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,TIME,TIME,FAIL,FAIL, ,31,
237,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,23,
238,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EXC,PASS, ,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,EXC,FAIL,PASS,FAIL,FAIL,EXC,PASS,FAIL,FAIL, ,22,
239,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL, ,23,
24,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, ,43,
240,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,EXC,PASS,FAIL,FAIL, ,17,
241,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL, ,3,
242,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL, ,3,
243,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL, ,3,
244,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,38,
245,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,34,
246,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL, ,6,
